Time (CET),Day-ahead Total Load Forecast [MW] - Netherlands (NL),Actual Total Load [MW] - Netherlands (NL)
17.06.2018 20:30 - 17.06.2018 20:45,13517,11765
17.06.2018 20:45 - 17.06.2018 21:00,13488,11773
17.06.2018 21:00 - 17.06.2018 21:15,13473,11713
17.06.2018 21:15 - 17.06.2018 21:30,13503,11636
17.06.2018 21:30 - 17.06.2018 21:45,13531,11594
17.06.2018 21:45 - 17.06.2018 22:00,13499,11569
17.06.2018 22:00 - 17.06.2018 22:15,13476,11653
17.06.2018 22:15 - 17.06.2018 22:30,13565,11778
17.06.2018 22:30 - 17.06.2018 22:45,13656,11720
17.06.2018 22:45 - 17.06.2018 23:00,13573,11528
17.06.2018 23:00 - 17.06.2018 23:15,13417,11368
17.06.2018 23:15 - 17.06.2018 23:30,13229,11138
17.06.2018 23:30 - 17.06.2018 23:45,12979,10812
17.06.2018 23:45 - 18.06.2018 00:00,12720,10757
18.06.2018 00:00 - 18.06.2018 00:15,12546,10580
18.06.2018 00:15 - 18.06.2018 00:30,12478,10468
18.06.2018 00:30 - 18.06.2018 00:45,12269,10328
18.06.2018 00:45 - 18.06.2018 01:00,12067,10213
18.06.2018 01:00 - 18.06.2018 01:15,11938,10103
18.06.2018 01:15 - 18.06.2018 01:30,11909,10019
18.06.2018 01:30 - 18.06.2018 01:45,11837,9977
18.06.2018 01:45 - 18.06.2018 02:00,11717,9944
18.06.2018 02:00 - 18.06.2018 02:15,11626,9915
18.06.2018 02:15 - 18.06.2018 02:30,11621,9870
18.06.2018 02:30 - 18.06.2018 02:45,11572,9884
18.06.2018 02:45 - 18.06.2018 03:00,11532,9822
18.06.2018 03:00 - 18.06.2018 03:15,11499,9815
18.06.2018 03:15 - 18.06.2018 03:30,11442,9818
18.06.2018 03:30 - 18.06.2018 03:45,11418,9775
18.06.2018 03:45 - 18.06.2018 04:00,11411,9764
18.06.2018 04:00 - 18.06.2018 04:15,11431,9747
18.06.2018 04:15 - 18.06.2018 04:30,11495,9812
18.06.2018 04:30 - 18.06.2018 04:45,11535,9835
18.06.2018 04:45 - 18.06.2018 05:00,11594,9857
18.06.2018 05:00 - 18.06.2018 05:15,11597,9909
18.06.2018 05:15 - 18.06.2018 05:30,11605,9968
18.06.2018 05:30 - 18.06.2018 05:45,11580,10075
18.06.2018 05:45 - 18.06.2018 06:00,11705,10262
18.06.2018 06:00 - 18.06.2018 06:15,11975,10632
18.06.2018 06:15 - 18.06.2018 06:30,12335,10996
18.06.2018 06:30 - 18.06.2018 06:45,12732,11391
18.06.2018 06:45 - 18.06.2018 07:00,13207,11743
18.06.2018 07:00 - 18.06.2018 07:15,13530,12306
18.06.2018 07:15 - 18.06.2018 07:30,13785,12784
18.06.2018 07:30 - 18.06.2018 07:45,14017,13195
18.06.2018 07:45 - 18.06.2018 08:00,14636,13568
18.06.2018 08:00 - 18.06.2018 08:15,14963,13947
18.06.2018 08:15 - 18.06.2018 08:30,15115,14160
18.06.2018 08:30 - 18.06.2018 08:45,15304,14392
18.06.2018 08:45 - 18.06.2018 09:00,15469,14571
18.06.2018 09:00 - 18.06.2018 09:15,15555,14653
18.06.2018 09:15 - 18.06.2018 09:30,15491,14766
18.06.2018 09:30 - 18.06.2018 09:45,15435,14780
18.06.2018 09:45 - 18.06.2018 10:00,15360,14827
18.06.2018 10:00 - 18.06.2018 10:15,15297,14892
18.06.2018 10:15 - 18.06.2018 10:30,15259,14879
18.06.2018 10:30 - 18.06.2018 10:45,15221,14949
18.06.2018 10:45 - 18.06.2018 11:00,15225,14979
18.06.2018 11:00 - 18.06.2018 11:15,15229,14998
18.06.2018 11:15 - 18.06.2018 11:30,15223,15033
18.06.2018 11:30 - 18.06.2018 11:45,15208,15076
18.06.2018 11:45 - 18.06.2018 12:00,15169,15095
18.06.2018 12:00 - 18.06.2018 12:15,15144,15064
18.06.2018 12:15 - 18.06.2018 12:30,15024,14990
18.06.2018 12:30 - 18.06.2018 12:45,14904,14860
18.06.2018 12:45 - 18.06.2018 13:00,14839,14914
18.06.2018 13:00 - 18.06.2018 13:15,14836,14967
18.06.2018 13:15 - 18.06.2018 13:30,15000,14955
18.06.2018 13:30 - 18.06.2018 13:45,15070,15068
18.06.2018 13:45 - 18.06.2018 14:00,15005,15012
18.06.2018 14:00 - 18.06.2018 14:15,14947,14965
18.06.2018 14:15 - 18.06.2018 14:30,14954,14949
18.06.2018 14:30 - 18.06.2018 14:45,14972,14882
18.06.2018 14:45 - 18.06.2018 15:00,14959,14919
18.06.2018 15:00 - 18.06.2018 15:15,14960,14776
18.06.2018 15:15 - 18.06.2018 15:30,14953,14805
18.06.2018 15:30 - 18.06.2018 15:45,14999,14846
18.06.2018 15:45 - 18.06.2018 16:00,15120,14804
18.06.2018 16:00 - 18.06.2018 16:15,15118,14804
18.06.2018 16:15 - 18.06.2018 16:30,15158,14699
18.06.2018 16:30 - 18.06.2018 16:45,15295,14656
18.06.2018 16:45 - 18.06.2018 17:00,15408,14747
18.06.2018 17:00 - 18.06.2018 17:15,15555,14735
18.06.2018 17:15 - 18.06.2018 17:30,15647,14697
18.06.2018 17:30 - 18.06.2018 17:45,15761,14642
18.06.2018 17:45 - 18.06.2018 18:00,15775,14638
18.06.2018 18:00 - 18.06.2018 18:15,15650,14363
18.06.2018 18:15 - 18.06.2018 18:30,15449,14062
18.06.2018 18:30 - 18.06.2018 18:45,15285,13947
18.06.2018 18:45 - 18.06.2018 19:00,15217,13942
18.06.2018 19:00 - 18.06.2018 19:15,15209,13853
18.06.2018 19:15 - 18.06.2018 19:30,15243,13816
18.06.2018 19:30 - 18.06.2018 19:45,15352,13694
18.06.2018 19:45 - 18.06.2018 20:00,15355,13671
18.06.2018 20:00 - 18.06.2018 20:15,15397,13540
18.06.2018 20:15 - 18.06.2018 20:30,15453,13386
18.06.2018 20:30 - 18.06.2018 20:45,15425,13240
18.06.2018 20:45 - 18.06.2018 21:00,15357,13211
18.06.2018 21:00 - 18.06.2018 21:15,15291,13051
18.06.2018 21:15 - 18.06.2018 21:30,15224,12920
18.06.2018 21:30 - 18.06.2018 21:45,15106,12825
18.06.2018 21:45 - 18.06.2018 22:00,15010,12705
18.06.2018 22:00 - 18.06.2018 22:15,14961,12684
18.06.2018 22:15 - 18.06.2018 22:30,14941,12820
18.06.2018 22:30 - 18.06.2018 22:45,14960,12783
18.06.2018 22:45 - 18.06.2018 23:00,14786,12639
18.06.2018 23:00 - 18.06.2018 23:15,14589,12580
18.06.2018 23:15 - 18.06.2018 23:30,14500,12362
18.06.2018 23:30 - 18.06.2018 23:45,14226,12110
18.06.2018 23:45 - 19.06.2018 00:00,13949,11855
19.06.2018 00:00 - 19.06.2018 00:15,13660,11542
19.06.2018 00:15 - 19.06.2018 00:30,13373,11342
19.06.2018 00:30 - 19.06.2018 00:45,13141,11155
19.06.2018 00:45 - 19.06.2018 01:00,12904,10970
19.06.2018 01:00 - 19.06.2018 01:15,12672,10806
19.06.2018 01:15 - 19.06.2018 01:30,12481,10645
19.06.2018 01:30 - 19.06.2018 01:45,12292,10536
19.06.2018 01:45 - 19.06.2018 02:00,12142,10442
19.06.2018 02:00 - 19.06.2018 02:15,12091,10407
19.06.2018 02:15 - 19.06.2018 02:30,12063,10377
19.06.2018 02:30 - 19.06.2018 02:45,12020,10356
19.06.2018 02:45 - 19.06.2018 03:00,11981,10326
19.06.2018 03:00 - 19.06.2018 03:15,11944,10297
19.06.2018 03:15 - 19.06.2018 03:30,11909,10214
19.06.2018 03:30 - 19.06.2018 03:45,11853,10220
19.06.2018 03:45 - 19.06.2018 04:00,11847,10211
19.06.2018 04:00 - 19.06.2018 04:15,11836,10176
19.06.2018 04:15 - 19.06.2018 04:30,11852,10213
19.06.2018 04:30 - 19.06.2018 04:45,11888,10230
19.06.2018 04:45 - 19.06.2018 05:00,11895,10220
19.06.2018 05:00 - 19.06.2018 05:15,11937,10294
19.06.2018 05:15 - 19.06.2018 05:30,11961,10345
19.06.2018 05:30 - 19.06.2018 05:45,11978,10455
19.06.2018 05:45 - 19.06.2018 06:00,12093,10684
19.06.2018 06:00 - 19.06.2018 06:15,12319,11008
19.06.2018 06:15 - 19.06.2018 06:30,12688,11342
19.06.2018 06:30 - 19.06.2018 06:45,13105,11687
19.06.2018 06:45 - 19.06.2018 07:00,13531,12081
19.06.2018 07:00 - 19.06.2018 07:15,13903,12591
19.06.2018 07:15 - 19.06.2018 07:30,14340,13052
19.06.2018 07:30 - 19.06.2018 07:45,14807,13482
19.06.2018 07:45 - 19.06.2018 08:00,15173,13861
19.06.2018 08:00 - 19.06.2018 08:15,15361,14202
19.06.2018 08:15 - 19.06.2018 08:30,15432,14386
19.06.2018 08:30 - 19.06.2018 08:45,15516,14695
19.06.2018 08:45 - 19.06.2018 09:00,15643,14890
19.06.2018 09:00 - 19.06.2018 09:15,15790,15017
19.06.2018 09:15 - 19.06.2018 09:30,15790,15183
19.06.2018 09:30 - 19.06.2018 09:45,15707,15123
19.06.2018 09:45 - 19.06.2018 10:00,15611,15153
19.06.2018 10:00 - 19.06.2018 10:15,15706,15179
19.06.2018 10:15 - 19.06.2018 10:30,15611,15098
19.06.2018 10:30 - 19.06.2018 10:45,15554,15150
19.06.2018 10:45 - 19.06.2018 11:00,15546,15121
19.06.2018 11:00 - 19.06.2018 11:15,15548,15039
19.06.2018 11:15 - 19.06.2018 11:30,15504,15090
19.06.2018 11:30 - 19.06.2018 11:45,15369,15023
19.06.2018 11:45 - 19.06.2018 12:00,15304,15047
19.06.2018 12:00 - 19.06.2018 12:15,15337,14948
19.06.2018 12:15 - 19.06.2018 12:30,15283,14828
19.06.2018 12:30 - 19.06.2018 12:45,15184,14787
19.06.2018 12:45 - 19.06.2018 13:00,15064,14728
19.06.2018 13:00 - 19.06.2018 13:15,15073,14748
19.06.2018 13:15 - 19.06.2018 13:30,15210,14825
19.06.2018 13:30 - 19.06.2018 13:45,15231,14782
19.06.2018 13:45 - 19.06.2018 14:00,15198,14865
19.06.2018 14:00 - 19.06.2018 14:15,15202,14887
19.06.2018 14:15 - 19.06.2018 14:30,15249,14814
19.06.2018 14:30 - 19.06.2018 14:45,15315,14762
19.06.2018 14:45 - 19.06.2018 15:00,15294,14775
19.06.2018 15:00 - 19.06.2018 15:15,15220,14698
19.06.2018 15:15 - 19.06.2018 15:30,15191,14666
19.06.2018 15:30 - 19.06.2018 15:45,15355,14735
19.06.2018 15:45 - 19.06.2018 16:00,15349,14744
19.06.2018 16:00 - 19.06.2018 16:15,15326,14751
19.06.2018 16:15 - 19.06.2018 16:30,15359,14738
19.06.2018 16:30 - 19.06.2018 16:45,15320,14707
19.06.2018 16:45 - 19.06.2018 17:00,15486,14821
19.06.2018 17:00 - 19.06.2018 17:15,15637,14869
19.06.2018 17:15 - 19.06.2018 17:30,15776,14986
19.06.2018 17:30 - 19.06.2018 17:45,15855,15054
19.06.2018 17:45 - 19.06.2018 18:00,15841,14928
19.06.2018 18:00 - 19.06.2018 18:15,15698,14632
19.06.2018 18:15 - 19.06.2018 18:30,15424,14436
19.06.2018 18:30 - 19.06.2018 18:45,15250,14316
19.06.2018 18:45 - 19.06.2018 19:00,15178,14255
19.06.2018 19:00 - 19.06.2018 19:15,15198,14195
19.06.2018 19:15 - 19.06.2018 19:30,15260,14157
19.06.2018 19:30 - 19.06.2018 19:45,15329,14130
19.06.2018 19:45 - 19.06.2018 20:00,15364,14059
19.06.2018 20:00 - 19.06.2018 20:15,15376,13947
19.06.2018 20:15 - 19.06.2018 20:30,15438,13807
19.06.2018 20:30 - 19.06.2018 20:45,15414,13737
19.06.2018 20:45 - 19.06.2018 21:00,15333,13618
19.06.2018 21:00 - 19.06.2018 21:15,15296,13498
19.06.2018 21:15 - 19.06.2018 21:30,15260,13364
19.06.2018 21:30 - 19.06.2018 21:45,15175,13243
19.06.2018 21:45 - 19.06.2018 22:00,15120,13196
19.06.2018 22:00 - 19.06.2018 22:15,15004,13120
19.06.2018 22:15 - 19.06.2018 22:30,14862,13176
19.06.2018 22:30 - 19.06.2018 22:45,14850,13056
19.06.2018 22:45 - 19.06.2018 23:00,14741,12828
19.06.2018 23:00 - 19.06.2018 23:15,14611,12737
19.06.2018 23:15 - 19.06.2018 23:30,14541,12501
19.06.2018 23:30 - 19.06.2018 23:45,14198,12263
19.06.2018 23:45 - 20.06.2018 00:00,13797,12033
20.06.2018 00:00 - 20.06.2018 00:15,12886,11806
20.06.2018 00:15 - 20.06.2018 00:30,12633,11597
20.06.2018 00:30 - 20.06.2018 00:45,12391,11376
20.06.2018 00:45 - 20.06.2018 01:00,12211,11226
20.06.2018 01:00 - 20.06.2018 01:15,12013,11074
20.06.2018 01:15 - 20.06.2018 01:30,11853,10969
20.06.2018 01:30 - 20.06.2018 01:45,11695,10810
20.06.2018 01:45 - 20.06.2018 02:00,11529,10664
20.06.2018 02:00 - 20.06.2018 02:15,11470,10605
20.06.2018 02:15 - 20.06.2018 02:30,11439,10534
20.06.2018 02:30 - 20.06.2018 02:45,11417,10486
20.06.2018 02:45 - 20.06.2018 03:00,11367,10475
20.06.2018 03:00 - 20.06.2018 03:15,11312,10401
20.06.2018 03:15 - 20.06.2018 03:30,11262,10370
20.06.2018 03:30 - 20.06.2018 03:45,11189,10370
20.06.2018 03:45 - 20.06.2018 04:00,11158,10354
20.06.2018 04:00 - 20.06.2018 04:15,11175,10397
20.06.2018 04:15 - 20.06.2018 04:30,11166,10353
20.06.2018 04:30 - 20.06.2018 04:45,11169,10329
20.06.2018 04:45 - 20.06.2018 05:00,11139,10324
20.06.2018 05:00 - 20.06.2018 05:15,11153,10322
20.06.2018 05:15 - 20.06.2018 05:30,11171,10361
20.06.2018 05:30 - 20.06.2018 05:45,11195,10461
20.06.2018 05:45 - 20.06.2018 06:00,11332,10658
20.06.2018 06:00 - 20.06.2018 06:15,11565,11059
20.06.2018 06:15 - 20.06.2018 06:30,11922,11324
20.06.2018 06:30 - 20.06.2018 06:45,12296,11647
20.06.2018 06:45 - 20.06.2018 07:00,12579,11983
20.06.2018 07:00 - 20.06.2018 07:15,12877,12456
20.06.2018 07:15 - 20.06.2018 07:30,13344,12914
20.06.2018 07:30 - 20.06.2018 07:45,13792,13298
20.06.2018 07:45 - 20.06.2018 08:00,14152,13644
20.06.2018 08:00 - 20.06.2018 08:15,14330,13974
20.06.2018 08:15 - 20.06.2018 08:30,14400,14181
20.06.2018 08:30 - 20.06.2018 08:45,14552,14389
20.06.2018 08:45 - 20.06.2018 09:00,14696,14648
20.06.2018 09:00 - 20.06.2018 09:15,14756,14770
20.06.2018 09:15 - 20.06.2018 09:30,14742,14874
20.06.2018 09:30 - 20.06.2018 09:45,14647,14892
20.06.2018 09:45 - 20.06.2018 10:00,14565,14951
20.06.2018 10:00 - 20.06.2018 10:15,14539,14921
20.06.2018 10:15 - 20.06.2018 10:30,14546,14912
20.06.2018 10:30 - 20.06.2018 10:45,14584,14756
20.06.2018 10:45 - 20.06.2018 11:00,14596,14638
20.06.2018 11:00 - 20.06.2018 11:15,14554,14608
20.06.2018 11:15 - 20.06.2018 11:30,14527,14616
20.06.2018 11:30 - 20.06.2018 11:45,14368,14631
20.06.2018 11:45 - 20.06.2018 12:00,14480,14624
20.06.2018 12:00 - 20.06.2018 12:15,14402,14572
20.06.2018 12:15 - 20.06.2018 12:30,14307,14498
20.06.2018 12:30 - 20.06.2018 12:45,14189,14339
20.06.2018 12:45 - 20.06.2018 13:00,14130,14279
20.06.2018 13:00 - 20.06.2018 13:15,14157,14314
20.06.2018 13:15 - 20.06.2018 13:30,14257,14285
20.06.2018 13:30 - 20.06.2018 13:45,14318,14197
20.06.2018 13:45 - 20.06.2018 14:00,14323,14125
20.06.2018 14:00 - 20.06.2018 14:15,14325,14012
20.06.2018 14:15 - 20.06.2018 14:30,14332,13980
20.06.2018 14:30 - 20.06.2018 14:45,14304,13819
20.06.2018 14:45 - 20.06.2018 15:00,14300,13821
20.06.2018 15:00 - 20.06.2018 15:15,14307,13785
20.06.2018 15:15 - 20.06.2018 15:30,14334,13803
20.06.2018 15:30 - 20.06.2018 15:45,14436,13880
20.06.2018 15:45 - 20.06.2018 16:00,14509,13928
20.06.2018 16:00 - 20.06.2018 16:15,14539,13977
20.06.2018 16:15 - 20.06.2018 16:30,14569,13989
20.06.2018 16:30 - 20.06.2018 16:45,14507,14023
20.06.2018 16:45 - 20.06.2018 17:00,14736,14219
20.06.2018 17:00 - 20.06.2018 17:15,14817,14344
20.06.2018 17:15 - 20.06.2018 17:30,14961,14493
20.06.2018 17:30 - 20.06.2018 17:45,15089,14548
20.06.2018 17:45 - 20.06.2018 18:00,15110,14511
20.06.2018 18:00 - 20.06.2018 18:15,15076,14242
20.06.2018 18:15 - 20.06.2018 18:30,14856,14048
20.06.2018 18:30 - 20.06.2018 18:45,14734,13968
20.06.2018 18:45 - 20.06.2018 19:00,14762,13977
20.06.2018 19:00 - 20.06.2018 19:15,14772,13939
20.06.2018 19:15 - 20.06.2018 19:30,14816,13926
20.06.2018 19:30 - 20.06.2018 19:45,14851,13891
20.06.2018 19:45 - 20.06.2018 20:00,14886,13907
20.06.2018 20:00 - 20.06.2018 20:15,14936,13830
20.06.2018 20:15 - 20.06.2018 20:30,14962,13785
20.06.2018 20:30 - 20.06.2018 20:45,14898,13703
20.06.2018 20:45 - 20.06.2018 21:00,14816,13686
20.06.2018 21:00 - 20.06.2018 21:15,14783,13546
20.06.2018 21:15 - 20.06.2018 21:30,14756,13458
20.06.2018 21:30 - 20.06.2018 21:45,14707,13303
20.06.2018 21:45 - 20.06.2018 22:00,14627,13233
20.06.2018 22:00 - 20.06.2018 22:15,14564,13149
20.06.2018 22:15 - 20.06.2018 22:30,14511,13242
20.06.2018 22:30 - 20.06.2018 22:45,14407,13168
20.06.2018 22:45 - 20.06.2018 23:00,14160,12973
20.06.2018 23:00 - 20.06.2018 23:15,13943,12889
20.06.2018 23:15 - 20.06.2018 23:30,13867,12710
20.06.2018 23:30 - 20.06.2018 23:45,13644,12459
20.06.2018 23:45 - 21.06.2018 00:00,13387,12217
21.06.2018 00:00 - 21.06.2018 00:15,13147,11961
21.06.2018 00:15 - 21.06.2018 00:30,12894,11723
21.06.2018 00:30 - 21.06.2018 00:45,12670,11460
21.06.2018 00:45 - 21.06.2018 01:00,12440,11286
21.06.2018 01:00 - 21.06.2018 01:15,12215,11139
21.06.2018 01:15 - 21.06.2018 01:30,12022,10996
21.06.2018 01:30 - 21.06.2018 01:45,11889,10922
21.06.2018 01:45 - 21.06.2018 02:00,11761,10832
21.06.2018 02:00 - 21.06.2018 02:15,11662,10717
21.06.2018 02:15 - 21.06.2018 02:30,11594,10681
21.06.2018 02:30 - 21.06.2018 02:45,11531,10633
21.06.2018 02:45 - 21.06.2018 03:00,11485,10608
21.06.2018 03:00 - 21.06.2018 03:15,11436,10582
21.06.2018 03:15 - 21.06.2018 03:30,11423,10564
21.06.2018 03:30 - 21.06.2018 03:45,11400,10548
21.06.2018 03:45 - 21.06.2018 04:00,11327,10547
21.06.2018 04:00 - 21.06.2018 04:15,11291,10533
21.06.2018 04:15 - 21.06.2018 04:30,11280,10529
21.06.2018 04:30 - 21.06.2018 04:45,11292,10574
21.06.2018 04:45 - 21.06.2018 05:00,11287,10574
21.06.2018 05:00 - 21.06.2018 05:15,11256,10607
21.06.2018 05:15 - 21.06.2018 05:30,11256,10592
21.06.2018 05:30 - 21.06.2018 05:45,11293,10675
21.06.2018 05:45 - 21.06.2018 06:00,11415,10814
21.06.2018 06:00 - 21.06.2018 06:15,11662,11115
21.06.2018 06:15 - 21.06.2018 06:30,11963,11438
21.06.2018 06:30 - 21.06.2018 06:45,12305,11768
21.06.2018 06:45 - 21.06.2018 07:00,12670,12047
21.06.2018 07:00 - 21.06.2018 07:15,13047,12485
21.06.2018 07:15 - 21.06.2018 07:30,13474,12953
21.06.2018 07:30 - 21.06.2018 07:45,13873,13329
21.06.2018 07:45 - 21.06.2018 08:00,14162,13713
21.06.2018 08:00 - 21.06.2018 08:15,14312,14077
21.06.2018 08:15 - 21.06.2018 08:30,14451,14260
21.06.2018 08:30 - 21.06.2018 08:45,14572,14397
21.06.2018 08:45 - 21.06.2018 09:00,14714,14572
21.06.2018 09:00 - 21.06.2018 09:15,14814,14517
21.06.2018 09:15 - 21.06.2018 09:30,14772,14465
21.06.2018 09:30 - 21.06.2018 09:45,14606,14306
21.06.2018 09:45 - 21.06.2018 10:00,14595,14195
21.06.2018 10:00 - 21.06.2018 10:15,14541,14110
21.06.2018 10:15 - 21.06.2018 10:30,14450,13948
21.06.2018 10:30 - 21.06.2018 10:45,14382,13916
21.06.2018 10:45 - 21.06.2018 11:00,14387,13871
21.06.2018 11:00 - 21.06.2018 11:15,14492,13833
21.06.2018 11:15 - 21.06.2018 11:30,14557,13827
21.06.2018 11:30 - 21.06.2018 11:45,14524,13726
21.06.2018 11:45 - 21.06.2018 12:00,14519,13726
21.06.2018 12:00 - 21.06.2018 12:15,14523,13638
21.06.2018 12:15 - 21.06.2018 12:30,14489,13541
21.06.2018 12:30 - 21.06.2018 12:45,14435,13402
21.06.2018 12:45 - 21.06.2018 13:00,14428,13417
21.06.2018 13:00 - 21.06.2018 13:15,14448,13460
21.06.2018 13:15 - 21.06.2018 13:30,14584,13550
21.06.2018 13:30 - 21.06.2018 13:45,14682,13609
21.06.2018 13:45 - 21.06.2018 14:00,14694,13652
21.06.2018 14:00 - 21.06.2018 14:15,14793,13680
21.06.2018 14:15 - 21.06.2018 14:30,14811,13735
21.06.2018 14:30 - 21.06.2018 14:45,14808,13748
21.06.2018 14:45 - 21.06.2018 15:00,14782,13783
21.06.2018 15:00 - 21.06.2018 15:15,14781,13740
21.06.2018 15:15 - 21.06.2018 15:30,14836,13716
21.06.2018 15:30 - 21.06.2018 15:45,14934,13803
21.06.2018 15:45 - 21.06.2018 16:00,15011,13727
21.06.2018 16:00 - 21.06.2018 16:15,15003,13740
21.06.2018 16:15 - 21.06.2018 16:30,15037,13796
21.06.2018 16:30 - 21.06.2018 16:45,15193,13826
21.06.2018 16:45 - 21.06.2018 17:00,15281,13928
21.06.2018 17:00 - 21.06.2018 17:15,15424,13991
21.06.2018 17:15 - 21.06.2018 17:30,15511,14064
21.06.2018 17:30 - 21.06.2018 17:45,15585,14055
21.06.2018 17:45 - 21.06.2018 18:00,15563,14102
21.06.2018 18:00 - 21.06.2018 18:15,15491,13875
21.06.2018 18:15 - 21.06.2018 18:30,15244,13741
21.06.2018 18:30 - 21.06.2018 18:45,15175,13697
21.06.2018 18:45 - 21.06.2018 19:00,15152,13644
21.06.2018 19:00 - 21.06.2018 19:15,15072,13609
21.06.2018 19:15 - 21.06.2018 19:30,15043,13589
21.06.2018 19:30 - 21.06.2018 19:45,15041,13483
21.06.2018 19:45 - 21.06.2018 20:00,15063,13507
21.06.2018 20:00 - 21.06.2018 20:15,15027,13358
21.06.2018 20:15 - 21.06.2018 20:30,15029,13268
21.06.2018 20:30 - 21.06.2018 20:45,15066,13191
21.06.2018 20:45 - 21.06.2018 21:00,15027,13143
21.06.2018 21:00 - 21.06.2018 21:15,14960,12999
21.06.2018 21:15 - 21.06.2018 21:30,14855,12868
21.06.2018 21:30 - 21.06.2018 21:45,14765,12729
21.06.2018 21:45 - 21.06.2018 22:00,14717,12676
21.06.2018 22:00 - 21.06.2018 22:15,14630,12688
21.06.2018 22:15 - 21.06.2018 22:30,14580,12752
21.06.2018 22:30 - 21.06.2018 22:45,14529,12773
21.06.2018 22:45 - 21.06.2018 23:00,14390,12592
21.06.2018 23:00 - 21.06.2018 23:15,14262,12508
21.06.2018 23:15 - 21.06.2018 23:30,14091,12289
21.06.2018 23:30 - 21.06.2018 23:45,13822,12033
21.06.2018 23:45 - 22.06.2018 00:00,13566,11778
22.06.2018 00:00 - 22.06.2018 00:15,13325,11537
22.06.2018 00:15 - 22.06.2018 00:30,13164,11359
22.06.2018 00:30 - 22.06.2018 00:45,12949,11150
22.06.2018 00:45 - 22.06.2018 01:00,12700,10943
22.06.2018 01:00 - 22.06.2018 01:15,12481,10780
22.06.2018 01:15 - 22.06.2018 01:30,12356,10672
22.06.2018 01:30 - 22.06.2018 01:45,12193,10597
22.06.2018 01:45 - 22.06.2018 02:00,12066,10447
22.06.2018 02:00 - 22.06.2018 02:15,11968,10440
22.06.2018 02:15 - 22.06.2018 02:30,11887,10329
22.06.2018 02:30 - 22.06.2018 02:45,11841,10329
22.06.2018 02:45 - 22.06.2018 03:00,11803,10335
22.06.2018 03:00 - 22.06.2018 03:15,11770,10285
22.06.2018 03:15 - 22.06.2018 03:30,11712,10212
22.06.2018 03:30 - 22.06.2018 03:45,11659,10259
22.06.2018 03:45 - 22.06.2018 04:00,11648,10218
22.06.2018 04:00 - 22.06.2018 04:15,11674,10238
22.06.2018 04:15 - 22.06.2018 04:30,11663,10217
22.06.2018 04:30 - 22.06.2018 04:45,11649,10225
22.06.2018 04:45 - 22.06.2018 05:00,11660,10232
22.06.2018 05:00 - 22.06.2018 05:15,11670,10199
22.06.2018 05:15 - 22.06.2018 05:30,11693,10210
22.06.2018 05:30 - 22.06.2018 05:45,11723,10352
22.06.2018 05:45 - 22.06.2018 06:00,11862,10500
22.06.2018 06:00 - 22.06.2018 06:15,12055,10919
22.06.2018 06:15 - 22.06.2018 06:30,12394,11191
22.06.2018 06:30 - 22.06.2018 06:45,12765,11501
22.06.2018 06:45 - 22.06.2018 07:00,13078,11841
22.06.2018 07:00 - 22.06.2018 07:15,13465,12336
22.06.2018 07:15 - 22.06.2018 07:30,13915,12769
22.06.2018 07:30 - 22.06.2018 07:45,14312,13064
22.06.2018 07:45 - 22.06.2018 08:00,14626,13431
22.06.2018 08:00 - 22.06.2018 08:15,14830,13770
22.06.2018 08:15 - 22.06.2018 08:30,15029,13951
22.06.2018 08:30 - 22.06.2018 08:45,15268,14155
22.06.2018 08:45 - 22.06.2018 09:00,15386,14324
22.06.2018 09:00 - 22.06.2018 09:15,15297,14416
22.06.2018 09:15 - 22.06.2018 09:30,15544,14505
22.06.2018 09:30 - 22.06.2018 09:45,15495,14531
22.06.2018 09:45 - 22.06.2018 10:00,15504,14532
22.06.2018 10:00 - 22.06.2018 10:15,15477,14519
22.06.2018 10:15 - 22.06.2018 10:30,15321,14467
22.06.2018 10:30 - 22.06.2018 10:45,15249,14500
22.06.2018 10:45 - 22.06.2018 11:00,15221,14484
22.06.2018 11:00 - 22.06.2018 11:15,15114,14467
22.06.2018 11:15 - 22.06.2018 11:30,15327,14429
22.06.2018 11:30 - 22.06.2018 11:45,15389,14350
22.06.2018 11:45 - 22.06.2018 12:00,15404,14346
22.06.2018 12:00 - 22.06.2018 12:15,15374,14260
22.06.2018 12:15 - 22.06.2018 12:30,15313,14185
22.06.2018 12:30 - 22.06.2018 12:45,15223,14077
22.06.2018 12:45 - 22.06.2018 13:00,15149,13931
22.06.2018 13:00 - 22.06.2018 13:15,15204,13981
22.06.2018 13:15 - 22.06.2018 13:30,15253,13977
22.06.2018 13:30 - 22.06.2018 13:45,15234,14020
22.06.2018 13:45 - 22.06.2018 14:00,15209,14119
22.06.2018 14:00 - 22.06.2018 14:15,15178,14071
22.06.2018 14:15 - 22.06.2018 14:30,15153,14093
22.06.2018 14:30 - 22.06.2018 14:45,15063,14019
22.06.2018 14:45 - 22.06.2018 15:00,14925,14033
22.06.2018 15:00 - 22.06.2018 15:15,14713,13976
22.06.2018 15:15 - 22.06.2018 15:30,14840,14001
22.06.2018 15:30 - 22.06.2018 15:45,14901,14024
22.06.2018 15:45 - 22.06.2018 16:00,14942,13963
22.06.2018 16:00 - 22.06.2018 16:15,14918,13918
22.06.2018 16:15 - 22.06.2018 16:30,14944,13901
